x,y,height,momentum_x,bathymetry
0.5,0.5,22.0381,224.1529,0
1.5,0.5,22.03786,224.1539,0
2.5,0.5,22.03575,224.1635,0
3.5,0.5,22.03329,224.1746,0
4.5,0.5,22.03046,224.1874,0
5.5,0.5,22.02724,224.202,0
6.5,0.5,22.02361,224.2184,0
7.5,0.5,22.01956,224.2367,0
8.5,0.5,22.01509,224.2568,0
9.5,0.5,22.01022,224.2787,0
10.5,0.5,22.00496,224.3024,0
11.5,0.5,21.99935,224.3276,0
12.5,0.5,21.99342,224.3542,0
13.5,0.5,21.98721,224.382,0
14.5,0.5,21.9808,224.4108,0
15.5,0.5,21.97424,224.4401,0
16.5,0.5,21.96759,224.4697,0
17.5,0.5,21.96095,224.4993,0
18.5,0.5,21.95436,224.5286,0
19.5,0.5,21.94791,224.5573,0
20.5,0.5,21.94167,224.5849,0
21.5,0.5,21.9357,224.6114,0
22.5,0.5,21.93006,224.6364,0
23.5,0.5,21.9248,224.6596,0
24.5,0.5,21.91994,224.681,0
25.5,0.5,21.91553,224.7005,0
26.5,0.5,21.91155,224.718,0
27.5,0.5,21.90804,224.7335,0
28.5,0.5,21.90498,224.747,0
29.5,0.5,21.90233,224.7586,0
30.5,0.5,21.9001,224.7684,0
31.5,0.5,21.89823,224.7766,0
32.5,0.5,21.89669,224.7834,0
33.5,0.5,21.89544,224.7888,0
34.5,0.5,21.89445,224.7932,0
35.5,0.5,21.89368,224.7966,0
36.5,0.5,21.89308,224.7992,0
37.5,0.5,21.89264,224.8011,0
38.5,0.5,21.89231,224.8026,0
39.5,0.5,21.89207,224.8036,0
40.5,0.5,21.8919,224.8044,0
41.5,0.5,21.89178,224.8049,0
42.5,0.5,21.89171,224.8052,0
43.5,0.5,21.89166,224.8054,0
44.5,0.5,21.89163,224.8055,0
45.5,0.5,21.89162,224.8056,0
46.5,0.5,21.89162,224.8056,0
47.5,0.5,21.89161,224.8056,0
48.5,0.5,21.89161,224.8056,0
49.5,0.5,21.89161,224.8057,0
50.5,0.5,21.8916,224.8057,0
51.5,0.5,21.89159,224.8057,0
52.5,0.5,21.89159,224.8058,0
53.5,0.5,21.89158,224.8058,0
54.5,0.5,21.89158,224.8058,0
55.5,0.5,21.89157,224.8058,0
56.5,0.5,21.89157,224.8058,0
57.5,0.5,21.89157,224.8059,0
58.5,0.5,21.89156,224.8059,0
59.5,0.5,21.89155,224.8059,0
60.5,0.5,21.89155,224.8059,0
61.5,0.5,21.89155,224.8059,0
62.5,0.5,21.89155,224.806,0
63.5,0.5,21.89154,224.806,0
64.5,0.5,21.89153,224.806,0
65.5,0.5,21.89153,224.806,0
66.5,0.5,21.89152,224.8061,0
67.5,0.5,21.89152,224.8061,0
68.5,0.5,21.89151,224.8061,0
69.5,0.5,21.89151,224.8061,0
70.5,0.5,21.8915,224.8062,0
71.5,0.5,21.8915,224.8062,0
72.5,0.5,21.89149,224.8062,0
73.5,0.5,21.89149,224.8063,0
74.5,0.5,21.89148,224.8063,0
75.5,0.5,21.89148,224.8063,0
76.5,0.5,21.89148,224.8063,0
77.5,0.5,21.89147,224.8063,0
78.5,0.5,21.89147,224.8064,0
79.5,0.5,21.89146,224.8064,0
80.5,0.5,21.89146,224.8064,0
81.5,0.5,21.89145,224.8064,0
82.5,0.5,21.89145,224.8064,0
83.5,0.5,21.89145,224.8064,0
84.5,0.5,21.89145,224.8065,0
85.5,0.5,21.89144,224.8065,0
86.5,0.5,21.89144,224.8065,0
87.5,0.5,21.89143,224.8065,0
88.5,0.5,21.89143,224.8066,0
89.5,0.5,21.89142,224.8066,0
90.5,0.5,21.89142,224.8066,0
91.5,0.5,21.89141,224.8066,0
92.5,0.5,21.89141,224.8066,0
93.5,0.5,21.89141,224.8066,0
94.5,0.5,21.89141,224.8066,0
95.5,0.5,21.89141,224.8067,0
96.5,0.5,21.8914,224.8067,0
97.5,0.5,21.8914,224.8067,0
98.5,0.5,21.8914,224.8067,0
99.5,0.5,21.8914,224.8067,0
